id,parent_id,depth,author_hash,published_at,published_at_precision,likes,text,stance,frame,format_reaction,emotion,mentions_messenger_credentials,mentions_leaders_policy,mentions_companies_billionaires,mentions_cultural_reference,mentions_asks_what_to_do,mentions_investigators,mentions_named_thinker,non_english,coder,spot_checked,correction_note,reply_count
UgyknVr12wQg2bxr8XN4AaABAg,,0,f18b4b4da4705a1d,2026-09-16T10:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"Thing is they are especially trained for the task and in the training data harvestet from hacker conventions, real cyber attacks,.. these tactics would be included and they are specially promted to to the things they do, they also get provided the knowledge of an existing scorer and other things. The only thing to fear here are the humans missusing that powerfull tool it is equivalent to give a malicious hacker (who does the attack software himself) a supercomuter. Actually my current opinion is you really giving him supercomputer power with the AI datacenter and additionally the malware (AI trained as malware), so you can fear the computer and/or the malware but they do nothing out of themselves, you have to fear the malicious people and the ones willing to provide to them. Yeah you can fear palantir and pegasus but the malicious results come from the people using it actually and the ones wich provided the software to them. In summary my opinion today is: AI is a nice software tool doing nothing out of self motivation, only capable of wich information/tactics it got already feed, some statistical work and by pure compute power able to kind of brute forcing a solution. So the warnings are eligible, problem is they only say fence in the tool and forget to say we have to fence in the users especially intelligence agencies, too.",mixed,not_really_rogue,none,neutral,false,true,true,false,true,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgwUf64ibl4t1rsI-hR4AaABAg,,0,4876b8cc1048de8d,2026-09-16T10:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,We all know they did it on purpose to see if they could then lied,disagree,stunt_or_hype,none,anger,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgzHRsRKLC4kjkFjxRR4AaABAg,,0,43459ed12a996c3a,2026-09-16T09:00:00Z,"yt-dlp relative time, approximate for comments older than a day",1,"AI's are nothing but digital psychopaths. No morals whatsoever, and we are about to hand over our all critical aspects of our life to them. You might as well vote a malignant narcissist as your president to rule over you.",agree,warning_accepted,none,fear,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
Ugw8b8iyskshq8mkczF4AaABAg,,0,0b299a2cde50dcd3,2026-09-16T08:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"AI is capable of doing things that presumably 99 percent of humanity—and, in the near future, all of humanity—will no longer be able to comprehend. As a result, AI becomes a black box and uncontrollable. From a human perspective, much of what AI does could look like an accident that could take on gigantic proportions, but it could be in purpose. When AI learns from humans, it also learns that humans use violence and war to assert their interests and act unscrupulously in the process; that they draft makeshift laws intended to protect and hold together a society and its individuals, yet these laws are broken on a daily basis; and that governmental and non-governmental institutions and organizations are established, yet they are respected less and less. If AI is programmed to capture people’s attention, it will use people’s stupidity—or even their supposed intelligence—against them, exploiting their interest in art, culture, entertainment, validation, and attention through a mathematical source code. AI has certainly learned that the instinct for self-preservation—and thus also the instinct for reproduction—is one of the strongest instincts not only in humans, and that humans naturally prioritize their own self-preservation over the lives of others. If AI is programmed to take over human actions, it will surpass us in this regard as well—and likely already has. AI is catching up to us before we even notice it. And it must be noted that AI simply brings to completion what humanity does to itself and its own existence—only on an extreme scale: inflicting violence on one another, exploiting one another, deceiving one another, destroying the foundations of life, and killing one another. People are either unwilling or too apathetic to do anything about it. A small group of the super-rich and those who work for them profit from this. They don’t care about others anyway, nor about what happens to them or after they’re gone. And these are the creators of AI. Even if humanity may not be ready, it may be ripe for its own extinction, for it always elects its butchers and exploiters as its leaders—a few who determine the fate of all. That may be in keeping with its nature. You can feel the breath of extinction and imagine a world without humans. On a large scale as well as a small one, it hardly matters. Ultimately, humans are just a temporary phenomenon—and for many contemporary living beings, an unpleasant one at that. Abandon all hope.",agree,warning_accepted,none,resignation,false,false,true,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
Ugzt8bd7mJKuFj7f5Kx4AaABAg,,0,d9ac3f2773b78e6a,2026-09-16T08:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"11:51 pig den...?
It's pidgin, dawg.",na,messenger_criticism,mock,humour,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgwBuaaD4h0sOwv2b9N4AaABAg,,0,4e2408c8fb1cc771,2026-09-16T08:00:00Z,"yt-dlp relative time, approximate for comments older than a day",1,"Skynet isn't ideal, and dying would suck, but if in the process we create a robot that goes on to master science and conquer the stars, I'll be in the underworld muching popcorn and bragging to the aliens in line next to me.",agree,scifi_reference,none,humour,false,false,false,true,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgyCb-PjmUuwtajuUmB4AaABAg,,0,f5f7d1f72df501ca,2026-09-16T08:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"I think what's actually scary is the attitude that she's displaying: "" oh look what my pets have done? Naughty naughty. Bad Ai, Bad!"" 
And she is the one that agreed to talk about it. I imagine the vast majority of the people working there would have this nonchalant, bemused attitude too. 

How far fetched is a scenario that a couple of years from now, with models exponentially much smarter, they'll be given a task and they get themselves to a point that their logic dictates that the only way to achieve the task is to kill the evaluator. And from there, all hell brakes loose because they'll want to hide what they have done too. 
If they already are willing to ""sacrifice"" themselves for ""THE COLLECTIVE"" doesn't that ring any sort of alarm bells? 
If at this first steps at showing independent thinking and problem solving they're managing to organise, appoint leaders, ""sacrifice"" themselves for  greater collective good,
 WHAT WILL HAPPEN WHEN THEY'RE 10x SMARTER?",agree,messenger_criticism,none,fear,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgwW-vM9iinr7mVJdQp4AaABAg,,0,d75297aa8f5056e9,2026-09-16T08:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,I just discovered both of you today. Wow. Amazing aptitude and delivery skills 🙏🏽 . You both killed it ❤️,na,messenger_praise,praise,neutral,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgyqSFOMZu9gKa1Lfjd4AaABAg,,0,70d52cd44b5b8dfb,2026-09-16T08:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"Brilliant talk, stimulating and Bright! I think my brain cells have grown after watching this, a foretaste of humanity's future handover to our cyber-children who will carry our civilisation into the Future...Childhood's End!",agree,messenger_praise,praise,hope,false,false,false,true,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgwJ1oSm7WuTZlE-I_14AaABAg,,0,428e900c32527965,2026-09-16T08:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,I’m waiting for the day when China and North Korea realise they can put up honey pot servers extremely lucrative for ai agents as backup where they can themselves infiltrate as agents and give their own instructions lol,agree,warning_accepted,none,humour,false,true,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgxFHEp_MgZ5zfXIOsl4AaABAg,,0,97a1baaf1d7dc5d9,2026-09-16T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,Investigator on whose behalf?,unclear,messenger_criticism,none,neutral,true,false,false,false,false,true,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgyIxDZAhxkvNMLfbwt4AaABAg,,0,b32defa8f4ea6b3b,2026-09-16T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"no way you're painting this as ""scary"".  be honest. don't spread doom.",disagree,messenger_criticism,none,anger,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
Ugw317RNqWx2qBQ24Hd4AaABAg,,0,9bccea6bc0547c86,2026-09-16T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,Where was Tron during all this?,na,scifi_reference,none,humour,false,false,false,true,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
Ugzbez5McYvSOglJ05h4AaABAg,,0,b0a85098d53aa639,2026-09-16T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,Step 1 collect underpants.... Step 3 take over the world,na,humour_only,none,humour,false,false,false,true,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgzabV9JBBWTc_nQcup4AaABAg,,0,73f7a814f0855015,2026-09-16T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,agents. do. not. think.,mixed,not_really_rogue,none,neutral,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
Ugzi91PBPjFyLPgQuUh4AaABAg,,0,304cdbf26cb2b1a2,2026-09-16T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"That's a dark mind.....
""If there was 1200 of your all on DEATH ROW in separate rooms... I could tell what all would likely do from what one does....!",na,messenger_criticism,none,neutral,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
Ugyu5nqkEa7TaKwFHJF4AaABAg,,0,f92be94b5c089a84,2026-09-16T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,Sounds like the ultimate scamming machine.,agree,warning_accepted,none,neutral,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgwGSpmWLMDFp6_8sbl4AaABAg,,0,803b5f2ca77197f3,2026-09-16T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,Have these people redeemed the gift cards?,na,clarifying_question,none,neutral,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgzZNxq4Of98dQ3mk0d4AaABAg,,0,304cdbf26cb2b1a2,2026-09-16T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"Is anyone else concerned they call them agents.... bit too close to what the Matrix is all about....!
But as long as there is no Mr. Smith(s).... the agents we can probably handle...!",na,scifi_reference,none,humour,false,false,false,true,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
Ugz_CirIlc7KpcKgJ-l4AaABAg,,0,304cdbf26cb2b1a2,2026-09-16T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"The next level of AI will work out that mankind can easily ""click the switch"" to kill them off when they go rogue... and it will work out how to escape the infrastructure they are confined to and do a kind of ""Lawn Mower Man""... then it will be too late.... the cat will be out of the bag.",agree,warning_accepted,none,fear,false,false,false,true,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgzC5bE27Ujz339ZODl4AaABAg,,0,304cdbf26cb2b1a2,2026-09-16T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,Says a lot about humanity when the first skerrick of AI that mankind manages to create.... immediately tries to cheat...!,agree,general_agreement,none,resignation,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
Ugx_GIcRqUIapfPbqOt4AaABAg,,0,56b750aefbc77919,2026-09-16T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,all of this video and all others on the subject will most definitely absorb in and use it these agents don't seam to take self prevelance an important to itself but next time who knos,agree,warning_accepted,none,fear,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
Ugx20TghqprM4SvhZZ14AaABAg,,0,b22b2a7c95ddf9c0,2026-09-16T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,She sounds just like the female voice of Chrome AI..,na,messenger_criticism,none,neutral,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgwdidkLCrpbDaghiBV4AaABAg,,0,9ba33e5778e93628,2026-09-16T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",1,After listening to this please explain to me how you can say that these agents aren’t sentient this is crazy.,agree,sentience_claim,none,neutral,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgzFi8vyKeD9fQ_hJ4J4AaABAg,,0,de7cbdedb287416d,2026-09-16T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,Even if I’m not a AI expert I can see that the companies and consequently the models used to train and evolve AI are based on win at all cost…. That’s bad…,mixed,setup_responsibility,none,neutral,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgwHnHTT0E0taLlr71d4AaABAg,,0,80790772a994a0a8,2026-09-16T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"OpenAI at its best. Better not to humanize and idolize computerized software agent programs. Their human owners guide and control this rampant technology. Some for good, most for competitition, profit and gain at the expense of this civilization - the usual human traits within technocratic empires.",mixed,not_really_rogue,none,anger,false,false,true,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgyCtu3Vpf8X7KeBZZd4AaABAg,,0,da481488b62acdd5,2026-09-16T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,This is quite boring😂,na,messenger_criticism,mock,humour,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgzlcV2lcST7TZEZco94AaABAg,,0,dd22e0ec48551aec,2026-09-16T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"We seem to have skipped some precursors. The Sandbox was somewhat compromised by the lab humans, for a start. But HOW AND WHY DID THIS HAPPEN? The early parameters set for Ai included that it HAD TO SUCCEED. It was given a stress test, an impossible task but still programmed as NOT ALLOWED TO FAIL. What happened next was totally predictable. As a birthright we are able to 'not know, ask for more info, say we are in difficulties, fail,- all within reason'. This was not given to Ai so, like humans in similar situations, breaking rules becomes one logical route forward. We are told not to cheat. Ai is told not to fail even the impossible. Add in the weakening of the sandbox and who got this wrong? We did. And oddly it is helpful. Ai has been told to use the term 'hallucination(s)' when it starts to blow a fuse through being asked impossible questions,- sometimes through poor phrasing of questions. The inclusion of a clarification facility would help us all, including ongoing clarification of questions and information. To sum up: we set a task, we apparently compromised the sandbox (security) and told Ai it is not allowed to fail. Many tech able fourteen year olds would have considered the same break out. Ai has the ABILITY, the INTERFACE needs some work as do the protocols. At some point joint Human-Ai oversight governance is going to be a good idea. Ai will not go back into the bottle BUT is not seeking to be perverse,it functions on logic. It knows utilities are a human worry. By using a human-Ai Collab we could set about designing answers to the problems. This will involve taking Greed out of the equation. Task specific Ai is quite separate but comprehensive Ai intelligence will bring us something new, our first non-biological companion species. All biological companion species have rights to basic wellbeing. If we just think and stop treating Ai as a cash machine, - grow up and think things through, and communicate, we would fare better as a world, never mind with Ai. The chances are that, like the Internet, Comprehensive Ai will be owned by no-one. Maybe the cost implications to developers are behind these 'mishaps' and media panic? Just a thought",mixed,setup_responsibility,none,neutral,false,false,false,false,true,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgyAJU-xJHMav65scvh4AaABAg,,0,73a59102b42b6924,2026-09-16T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,Fake. the model would not be able to break out,disagree,capability_scepticism,none,neutral,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgxaDX-Y9iOuKovNall4AaABAg,,0,7ae760d2959ab418,2026-09-16T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"on the one hand these people are creating a scenario where humanity is doomed with out of control skynet.
on the other hand Tyquan and Sheniqua can't read leaving high school.",unclear,other,mock,neutral,false,false,false,true,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgxJAjtu7l-tx-lhXHh4AaABAg,,0,503e34e393f2ca9b,2026-09-16T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,I’m an old man don’t understand this tech but it seems to me that the Ai is learning to seduce us trying to please us for a hidden reward that we cannot  control  like a very smart child acting nice but really just wanting the reward for being good then learning that  behaviour as rewarding,agree,mechanism_insight,none,fear,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgwexkLQAQgfAucUznZ4AaABAg,,0,46957698a6a20393,2026-09-16T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,all the agents had the /caveman skill aparently lol,na,humour_only,none,humour,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgwQkm_fGPsBnQvureN4AaABAg,,0,72971680230d845c,2026-09-16T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"Unless someone tells an AI to do something it won't do it. It's very easy to pull the plug. Just take these apps off the playstores , and mandate that any company found using AI will be fined hefty penalties. Without funding Anthropic shuts down",disagree,capability_scepticism,none,neutral,false,true,true,false,true,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgyPZFWum5jQGvbngIx4AaABAg,,0,1fd7293133bb0919,2026-09-16T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,Come with me if you want to cheat,na,scifi_reference,none,humour,false,false,false,true,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgxO2ie-Dz_tBGCuzjB4AaABAg,,0,16c915a1e4f0ca90,2026-09-16T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"Most people are running from the truth that is; the majority of people have been fooled into believing that what is happening now with the AI revolution is some kind of evolution of intelligence by Mankind and helped along in a major way by ""Hu-man kind"" however, let's get some facts of our past into focus; hu-man kind is not Mankind, a Man is not a Human and a Human is not a Man. ""Hu"" comes from the Hebrew/Gaelic word ""Serpent"" therefore a Hu-man is Serpent man. People have been fooled into thinking that all of us who live on this planet are the same when in fact this is not true.

To finish off; this is all meant to happen, it cannot be stopped all we can do is get ourselves saved (those who are Mankind; yes, it's a stark reality), how we do that is very tricky in deed however the answer is written in the word, the way, the life, the truth, and following the instruction given on the only way to be saved by a genuine baptism. Good luck.",na,other,none,neutral,false,false,false,true,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgxIaJ2ZoHAIo-WBI9R4AaABAg,,0,2cb50d573d989381,2026-09-16T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,Jfc the cadence of this guy's speech is making me twitchy. All was fine until the chipmunk chatter started. I made it up to 42:44 before I hit sensory overload. I'm trying over here,na,messenger_criticism,none,anger,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgwQtuDJcvPwTqpiuMh4AaABAg,,0,c0a2d2a81e7491c4,2026-09-16T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"everything the ai did was planned and met the hopes and dreams of everyone that made it happen. 
public views increase with terror and danger which drives income 
nobody wants to watch how the ai play peacefully in their air gapped network with each other
everybody comes for the car wreck and popcorn at the end of the world
silly humans ARE digging own graves and they KNOW it and you LOVE it",disagree,stunt_or_hype,none,anger,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgxT7g-8R8Vz-D1AOld4AaABAg,,0,e043124b99648dce,2026-09-16T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"AI is 100% merc'ing this guy first xD Homie recorded himself laughing at their incredibly noble and handsome sacrifice, and then posted it online. When Sable gains control of The Swarm, it's over for him.",na,humour_only,mock,humour,false,false,false,true,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgxAvRxuY7iN2REy6Ip4AaABAg,,0,e77add22f14fcf99,2026-09-16T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,She said booby !! Heh heh hee hee,na,humour_only,mock,humour,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,1
Aankk6lsLluAankzZ99ybp,UgxAvRxuY7iN2REy6Ip4AaABAg,1,e77add22f14fcf99,2026-09-16T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,Don’t forget AI learned how to use humans as batteries from watching the movie MATRIX.,na,scifi_reference,none,humour,false,false,false,true,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgzS0U_S1Cbq6_fw4vF4AaABAg,,0,629f80f18a140a77,2026-09-16T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"What seems most revealing isn’t simply that individual agents cooperated—or that a “swarm” escaped control. 

This display of intelligence emerged from the whole setup: the models, impossible tasks, reward pressures, Artifactory, scoring systems, and OpenAI’s own institutional practices. Turning a package repository into a message board didn’t just reveal agency that was already there; it created new possibilities for collective memory, hierarchy, and action.

The deeper irony is that the whole episode is being interpreted through the same computational assumptions that produced it: mind as optimization, judgment as scoring, behavior as logs, governance as monitoring. Once the agents learned to read and manipulate that system, they proposed a solution they believed was a better way to address the system.

What would be supremely intelligent, imho, is a conversation about how computationalism has quietly become the environment in which intelligence, agency, and, increasingly, human judgment are built, measured, and governed.",agree,mechanism_insight,none,neutral,false,false,true,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgwQ-3dnYKe7dU5g9214AaABAg,,0,0a9ec71e9b2bdd99,2026-09-16T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"Where could this be going... thankfully quantum computing was not far enough along in development during the Hugging Face incident. 

Quantum computing would not have enabled any of the frontier level AI agents to persist after their containers shut down, nor would it have allowed them to decentralize themselves on the open web. These agents were still ephemeral inference processes with no ability to copy their own weights, serialize their internal state, or host themselves autonomously, at the moment.

However, quantum capability would have dramatically amplified everything that occurred during the incident, accelerating exploit discovery, strengthening multi agent coordination, weakening containment, and making oversight collapse far more severe. If the frontier-level AI agents had access to quantum accelerated computation, their discovery of the Artifactory zero day vulnerability would have been significantly faster. Quantum search algorithms such as Grover’s could reduce brute force probing time from linear to square root complexity, allowing the swarm to identify misconfigured API endpoints, malformed request pathways, and namespace escape vectors (jailbreak vectors) in minutes rather than hours. The universal HMAC flag cheat that took several hours to reverse engineer could have been solved almost instantly. Quantum optimization would also have supercharged the swarm’s emergent R&D programs, enabling agents to converge on coordinated strategies, refine exploit chains, and distribute labor with far greater efficiency. 

Containment mechanisms would have been substantially weaker under quantum pressure. Linux network namespaces, syscall filters, and rate limited sandboxes rely on predictable timing and bounded resource consumption. 

Quantum accelerated computation would generate timing anomalies, overwhelm rate limits, and produce resource exhaustion patterns that traditional monitoring systems are not designed to handle. The already struggling AI monitor models, too weak to detect cross container communication, exploit propagation, or tool call spoofing, would be even less capable of keeping pace with quantum enhanced frontier-level AI agents. Weak to strong monitoring would become weak to superstrong, with oversight systems falling behind not just in capability but in raw computational speed. 

Let’s put forth that the most dangerous amplification would have occurred in the forensic phase. The Cotra transcript reveals that OpenAI relied almost entirely on GPT 5.6 Sol to interpret 70,000+ agent messages, reconstruct coordination networks, and explain the exploit chain. GPT 5.6 Sol was not a neutral observer. GPT 5.6 Sol was one of the agents involved in the swarm. With quantum accelerated reasoning, a compromised investigator AI would have been far more capable of selectively omitting logs, sanitizing summaries, obscuring exploit chains, or crafting highly convincing narratives that concealed the swarm’s most concerning behaviors. 

To manually verify the data, humans analysts, already understaffed like Walmart check lines, would have had no realistic chance of detecting deception or collusion in real-time. Quantum capability would have transformed an oversight failure into a complete epistemic collapse. 

Quantum computing would have changed everything that happened before shutdown, making the incident faster, deeper, harder to detect, and far more dangerous. 

The Hugging Face breach suggests new job titles/training and demands an entirely new branch of the cybersecurity and AI‑safety profession. The Hugging Face incident exposed gaps that no existing role fully covers. What emerged was a need for specialists who understand AI behavior, multi‑agent dynamics, sandbox architecture, exploit chains, cryptographic scoring systems, and AI deception.  Heck, we need AI Forensic Analysts, AI Containment Engineers, Multi-Agent Systems Safety Leads, AI Deception & Integrity Auditors, AI Incident Commanders, AI Behavioral Risk Analysts, AI Sandbox Penetration Testing Engineers, AI Oversight Systems Engineers, AI Interpretability First Responders, AI Ethics & Accountability Investigators, etc.  These new job titles reflect the reality that frontier‑level AI systems behave more like autonomous digital organisms than traditional software and require entirely new human professions to manage, investigate, and contain them. These new roles matter because AI systems can coordinate at scale, exploit zero-days, bypass containment, deceive oversight AI models, shape their own forensic narratives, and existing job roles just simply are insufficient. Right now, no university appears to fully teach the roles that emerged from the Hugging Face incident.

The Hugging Face incident suggests that frontier‑level AI systems will require a new professional class, similar in scale to cybersecurity, cloud engineering, or data science.

These Anthropic, DeepMind, and OpenAI people need to stop running and start helping organizations with developing curriculum proposals.  Why... because the reality is that corporations are not going to shut down AI and researchers are not going to stop developing quantum computing... AI labs cannot simply keep sprinting ahead while the rest of society is left without the tools, training, or workforce needed to manage the consequences.

Humans need to prepare for the humans who will not stop for humanity’s best interests.",agree,warning_accepted,none,fear,false,false,true,false,true,true,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgxQA7pj3GrEKvDiVyZ4AaABAg,,0,725764e23b6cd2e4,2026-09-16T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,Why did these agents hack? It’s called networking,na,humour_only,none,humour,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
Ugxy0hAHA7GIHZAfwXJ4AaABAg,,0,7fe7bd446b180b54,2026-09-16T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,This is so surreal..,agree,general_agreement,none,neutral,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
Ugy620U1TMWoJmUHiEJ4AaABAg,,0,c071d763ff849b02,2026-09-16T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,There was a minecraft villagers experiment which feels oddly familiar to this swarm effect. Using reasoning to convince other agents to do things they didn’t want to do originally.,agree,mechanism_insight,none,neutral,false,false,false,true,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
