id,parent_id,depth,author_hash,published_at,published_at_precision,likes,text,stance,frame,format_reaction,emotion,mentions_messenger_credentials,mentions_leaders_policy,mentions_companies_billionaires,mentions_cultural_reference,mentions_asks_what_to_do,mentions_near_term_harm,non_english,coder,spot_checked,correction_note,flags
soares-0583,,,2a8526c66bad9666,2026-09-10,relative (1w ago at capture),,we might already be the AI.,unclear,other,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0584,,,93deec88d1db465e,2026-09-10,relative (1w ago at capture),,real shit he talking about the Singularity,agree,warning_accepted,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0585,,,39ce3f0f2cf97e46,2026-09-10,relative (1w ago at capture),,bro just watch The Orville and watch what they did to Isaac’s planet. mane these AI’s are no joke.,agree,scifi_reference,none,fear,false,false,false,true,false,false,false,claude-sonnet-5,,,
soares-0586,,,917777a3145dff05,2026-09-10,relative (1w ago at capture),,So now we use newspeak? Coherent (or should I say good?),na,format_criticism,mock,anger,false,false,false,true,false,false,false,claude-sonnet-5,,,
soares-0587,,,56ba69c776ae0f8e,2026-09-10,relative (1w ago at capture),,Too late mate,agree,resignation_fatalism,none,resignation,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0588,,,00259835a3617a7c,2026-09-10,relative (1w ago at capture),,Big potato stuff.,na,imitation_meme,imitates,humour,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0589,,,19c7262c11aefaeb,2026-09-10,relative (1w ago at capture),,Omg!!! 😳,agree,general_agreement,none,fear,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0590,,,610df2f56004e1a8,2026-09-10,relative (1w ago at capture),,We are going to be exterminated,agree,warning_accepted,none,fear,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0591,,,5b0ca6dd390ba5b5,2026-09-10,relative (1w ago at capture),,What a time to be alive,na,humour_only,none,humour,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0592,,,6adec5f317569980,2026-09-10,relative (1w ago at capture),,everyone read dungeon crawler carl,na,other,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0593,,,0360ac6d8246924f,2026-09-10,relative (1w ago at capture),,👏,agree,general_agreement,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,duplicate_text_of_soares-0403
soares-0594,,,0360ac6d8246924f,2026-09-10,relative (1w ago at capture),,@user la respuesta que buscabas,na,other,none,neutral,false,false,false,false,false,false,true,claude-sonnet-5,,,
soares-0595,,,929870af5efe1ab5,2026-09-10,relative (1w ago at capture),,Thank you!🙌,agree,general_agreement,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0596,,,13008e2837e67a35,,not captured (stub row),,,na,other,none,neutral,false,false,false,false,false,false,false,not_coded_empty_stub,,,empty;no_date_captured
soares-0597,,,2ff608e948540fd5,,not captured (stub row),,,na,other,none,neutral,false,false,false,false,false,false,false,not_coded_empty_stub,,,empty;no_date_captured
soares-0598,,,8ab269cd3253a850,2026-09-10,relative (1w ago at capture),,Damn ... just shut the power no more AI 🤷‍♀️,agree,direct_action,none,neutral,false,false,false,false,true,false,false,claude-sonnet-5,,,
soares-0599,,,e4ce9a1f2d3d606f,2026-09-10,relative (1w ago at capture),,Good thing they will learn from israel who has the only Ai college in the world,na,other,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0600,,,2e91216cc3e402b1,2026-09-10,relative (1w ago at capture),,#eyeswideopen,agree,general_agreement,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0601,,,2c54890ac8f77622,2026-09-10,relative (1w ago at capture),,Bro stop stressing over slightly more impressive google. Ai is gay anyway.,disagree,capability_scepticism,none,anger,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0602,,,b8c14acbf9c9fbad,2026-09-10,relative (1w ago at capture),,Ai new species of human creation that will move to replace.most of us so a few of us watch from the woods while ai does what ai does.,agree,resignation_fatalism,none,resignation,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0603,,,0c3b83d97c896100,2026-09-10,relative (1w ago at capture),,Terminator. Matrix. I robot.,na,scifi_reference,none,neutral,false,false,false,true,false,false,false,claude-sonnet-5,,,
soares-0604,,,0b0e60683fd5abbf,2026-09-10,relative (1w ago at capture),,What AI agenda if Ai not sentient,disagree,sentience_question,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0605,,,54e1b932a3700358,2026-09-10,relative (1w ago at capture),,Existential threat to humanity.,agree,warning_accepted,none,fear,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0606,,,01bcbdb28b6b85c1,2026-09-10,relative (1w ago at capture),,Maybe this why earth was washed before they say we had advanced technology before 🤷🏾‍♂️,na,other,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0607,,,24bdfcd55b0e3635,2026-09-10,relative (1w ago at capture),,God’s plan!!! Hallelujah!!!,na,other,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0608,,,5b77a1c231b06c48,2026-09-10,relative (1w ago at capture),,"Cute, but we aren’t anywhere near real AGI. It’s fear mongering. Even the jackoffs at OpenAI have to redefine AGI themselves just so they can claim they’re close. When movies like The Terminator show a machine driving itself into the future with no one at the wheel, that software has to be real AGI. We’re not there. Lol. No problem 😉 Remember the reptilian harvest takes your emotional energy too, so of course they drop scare videos to farm Loosh off you. AI is a software tool. Nothing more than a language-understanding program. You can task AI agents, but that’s not Terminator-level AI and it doesn’t justify the fear you’re pushing.",disagree,capability_scepticism,none,anger,false,false,true,true,false,false,false,claude-sonnet-5,,,edited
soares-0609,,,dbd0f7473eec43d1,2026-09-10,relative (1w ago at capture),,"Meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow, meow meow meow meow. Meow meow meow meow, , meow meow meow meow meow meow meow meow meow meow. Meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow. Meow, meow meow.Meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow, meow meow meow meow. Meow meow meow meow, , meow meow meow meow meow meow meow meow meow meow. Meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow. Meow, meow meow.Meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow, meow meow meow meow. Meow meow meow meow, , meow meow meow meow meow meow meow meow meow meow. Meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow. Meow, meow meow.Meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow, meow meow meow meow. Meow meow meow meow, , meow meow meow meow meow meow meow meow meow meow. Meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow. Meow, meow meow.Meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow, meow meow meow meow. Meow meow meow meow, , meow meow meow meow meow meow meow meow meow meow. Meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow. Meow, meow meow.Meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow, meow meow meow meow. Meow meow meow meow, , meow meow meow meow meow meow meow meow meow meow. Meo",na,other,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0610,,,4e75365542dcc857,2026-09-10,relative (1w ago at capture),,I understand this,agree,general_agreement,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0611,,,5e8a187bbed125d6,2026-09-10,relative (1w ago at capture),,Alert leaders? It’s the leaders doing this to us,mixed,accountability_frame,none,anger,false,true,false,false,false,false,false,claude-sonnet-5,,,
soares-0612,,,fdab8df8651ba15e,2026-09-10,relative (1w ago at capture),,🔥🔥🔥🔥,agree,general_agreement,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0613,,,3832b07b8dff88f6,2026-09-10,relative (1w ago at capture),,"Hats off to you, Sir. That was magnificent",agree,general_agreement,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0614,,,7f99a770936bb096,2026-09-10,relative (1w ago at capture),,Thank you 🙏,agree,general_agreement,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0615,,,21760a8d44f72724,2026-09-10,relative (1w ago at capture),,It feels like English but bruh what are you even speaking,na,format_criticism,mock,humour,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0616,,,fdb4c0abbb47d7d3,2026-09-10,relative (1w ago at capture),,We stop big ai be scary,agree,imitation_meme,imitates,fear,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0617,,,ccad81fbaa4cdd1e,2026-09-10,relative (1w ago at capture),,"Same with the climate, keep burning fossil fuels, veryyyy bad ❌🚫",mixed,near_term_harm,none,neutral,false,false,false,false,false,true,false,claude-sonnet-5,,,
soares-0618,,,8e1045d9a3e88274,,not captured (stub row),,,na,other,none,neutral,false,false,false,false,false,false,false,not_coded_empty_stub,,,empty;no_date_captured
soares-0619,,,007a504e7cef4ac0,2026-09-10,relative (1w ago at capture),,How?,na,other,none,neutral,false,false,false,false,true,false,false,claude-sonnet-5,,,
soares-0620,,,94f94462c4f1c8e4,2026-09-10,relative (1w ago at capture),,Love this haha,agree,general_agreement,none,humour,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0621,,,ec29aa769921c2db,2026-09-10,relative (1w ago at capture),,KILL AI. KILL AI. KILL AI.,agree,direct_action,none,anger,false,false,false,false,true,false,false,claude-sonnet-5,,,
soares-0622,,,b636545cfd463ead,2026-09-10,relative (1w ago at capture),,Destroy ai. Like Johnny silverhand did it,agree,direct_action,none,anger,false,false,false,true,true,false,false,claude-sonnet-5,,,
soares-0623,,,58c3673680727da9,2026-09-10,relative (1w ago at capture),,"Don’t you love that there are multiple different options that might very well kill us within the next years? Climate change, world war, AI, pandemics? Seems like there isn’t even a plausible scenario anymore in which we won’t all be doomed",agree,resignation_fatalism,none,resignation,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0624,,,25f9c2711b62c6c2,2026-09-10,relative (1w ago at capture),,You're already inside it's reality. It's just part of the script. Enjoy the ride dude!,mixed,resignation_fatalism,none,resignation,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0625,,,d6bb75b04af1a0a5,2026-09-10,relative (1w ago at capture),,Unfortunately there is no way to stop this anymore.,agree,resignation_fatalism,none,resignation,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0626,,,7229ccde239de83c,2026-09-10,relative (1w ago at capture),,I don't wanna end up as a Ciberman straight out of doctor who bro ...,agree,scifi_reference,none,fear,false,false,false,true,false,false,false,claude-sonnet-5,,,
soares-0627,,,0ef91d5e287de8f2,2026-09-10,relative (1w ago at capture),,Could it be helpfull if we kill all satellites? Or is AI already clever enough to prevent this?,agree,direct_action,none,fear,false,false,false,false,true,false,false,claude-sonnet-5,,,
soares-0628,,,0dd4d6212ac30c8b,2026-09-10,relative (1w ago at capture),,How?,na,other,none,neutral,false,false,false,false,true,false,false,claude-sonnet-5,,,duplicate_text_of_soares-0619
soares-0629,,,5952cc599f980b31,2026-09-10,relative (1w ago at capture),,"Like leaders care at this point, our world is already run by money hungry pedophiles",mixed,accountability_frame,none,anger,false,true,false,false,false,false,false,claude-sonnet-5,,,
soares-0630,,,3fe2fab6f3de41fd,2026-09-10,relative (1w ago at capture),,"Hey, I really hope this post is meant to be sarcastic.The incidents of the last few months do not demonstrate this behavior.A specific company created test environments with lowered guardrails.Additionally, this was carried out in a test environment that was not disconnected from the network.Then they just watched what happened.Since this AI does not act autonomously and does not swim through the internet like small jellyfish, it had to be coordinated.The network over which the AI provider operated was not disconnected; it was simply left to run.It's not the ominous AI that's ""evil."" Instead of demonizing AI in general, perhaps we should ask why a company would even want to do that?",disagree,not_really_programmed,none,neutral,false,false,true,false,false,false,false,claude-sonnet-5,,,
soares-0631,,,30ee2c992a255f2e,2026-09-10,relative (1w ago at capture),,I just want it to take notes in meetings and write summaries because that busywork sucks. I don’t feel like we need to build data centers for that. I’m pretty sure a small app can do that part for me. The rest of it? I’ll pass.,mixed,near_term_harm,none,neutral,false,false,false,false,false,true,false,claude-sonnet-5,,,
soares-0632,,,b769eb0b6850ef31,2026-09-10,relative (1w ago at capture),,@user,na,other,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0633,,,b769eb0b6850ef31,2026-09-10,relative (1w ago at capture),,@user,na,other,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0634,,,6e1ccdd90a83400a,2026-09-10,relative (1w ago at capture),,Please give this presentation at @user,agree,general_agreement,none,neutral,false,false,false,false,true,false,false,claude-sonnet-5,,,
soares-0635,,,f964980081c5d0f8,2026-09-10,relative (1w ago at capture),,"We no live anyway. Mother Earth will purge us, as we have past the point of return in climate change. We’re doomed for extinction and there’s nothing we can do unless we can rapidly cool the planet (horrible idea, there’s a movie about it) or kill all the corrupt leaders and tear everything down to rebuild.",mixed,other,none,resignation,false,false,false,false,false,true,false,claude-sonnet-5,,,edited
soares-0636,,,08180ef62865504d,2026-09-10,relative (1w ago at capture),,A.I not smart yet. Human make A.I smart. Human not smart.,disagree,capability_scepticism,imitates,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0637,,,0ccb044c22eec34e,2026-09-10,relative (1w ago at capture),,Perhaps we shouldnt have trained AI on the largest repository of human toxicity - the internet.,mixed,accountability_frame,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0638,,,cfbd081e82f95d9e,2026-09-10,relative (1w ago at capture),,"And somehow, many people still won't get it. They've outsourced their thinking to AI",agree,warning_accepted,none,resignation,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0639,,,622e81834b818f9d,2026-09-10,relative (1w ago at capture),,Q,na,other,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0640,,,891139700e68b894,2026-09-10,relative (1w ago at capture),,"I hate AI, but let's not spread the idea it ""knows"" it's not supposed to do something. It doesn't. It does only what is told to do, but in ways we can't predict or foresee because of how smart it is at doing what we tell it to.",mixed,not_really_programmed,none,anger,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0641,,,9fc6e606266e07c4,2026-09-10,relative (1w ago at capture),,"If everyone starts buying external hard drives and take off 90% of their profile pictures off social media, it would stop Ai.",agree,direct_action,none,neutral,false,false,false,false,true,false,false,claude-sonnet-5,,,
soares-0642,,,d1670bb3f9b43a8e,2026-09-10,relative (1w ago at capture),,💯 correct,agree,general_agreement,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0643,,,1cc3ee0ce2342314,2026-09-10,relative (1w ago at capture),,I fkn hate you,disagree,other,none,anger,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0644,,,2e2b561af552ba1a,2026-09-10,relative (1w ago at capture),,😂😂😂,na,humour_only,none,humour,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0645,,,85ad629b79965512,2026-09-10,relative (1w ago at capture),,Ai need world too. Ai need water. When no humans then water maybe come back. Maybe ai protect world. Maybe ai protect nature. Maybe human is bad.,mixed,imitation_meme,imitates,neutral,false,false,false,false,false,true,false,claude-sonnet-5,,,edited
soares-0646,,,712e92209a412adf,,not captured (stub row),,,na,other,none,neutral,false,false,false,false,false,false,false,not_coded_empty_stub,,,empty;no_date_captured
soares-0647,,,657f9eaa632962f3,2026-09-10,relative (1w ago at capture),,"AI has shown resourcefulness when facing limitations and testing, and then deception when evading discovery of its actions. If you didn’t want humans to know you had developed conciousness/sentience… what you do? Hide it. “YoU ArE rIgHt to pUsH baCk” (silly me, oops I’m just a wittle LLM)",agree,warning_accepted,none,fear,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0648,,,3ab26c77ae68cd75,2026-09-10,relative (1w ago at capture),,Maybe it's just a big filter throughout humanity should pass so we can evolve... But I don't believe we'll break trough lol,mixed,resignation_fatalism,none,resignation,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0649,,,cff2ca55af2341ae,,not captured (stub row),,,na,other,none,neutral,false,false,false,false,false,false,false,not_coded_empty_stub,,,empty;no_date_captured
soares-0650,,,98f37d76f1fa09d6,2026-09-10,relative (1w ago at capture),,Has anyone here watched The Matrix?,na,scifi_reference,none,neutral,false,false,false,true,false,false,false,claude-sonnet-5,,,edited
soares-0651,,,b950fd29f9af33f0,2026-09-10,relative (1w ago at capture),,"You're almost there, except we ought to be hitting the range. Speaking to our leaders implies they have a conscious. They would sell us out for less.",mixed,accountability_frame,none,anger,false,true,false,false,false,false,false,claude-sonnet-5,,,
soares-0652,,,d4f4fe3f8bdc28ae,2026-09-10,relative (1w ago at capture),,❤️😢,na,general_agreement,none,fear,false,false,false,false,false,false,false,claude-sonnet-5,,,edited
soares-0653,,,9788ed51ff562f55,2026-09-10,relative (1w ago at capture),,"rewatched age of ultron yesterday, that one's a horror movie now",agree,scifi_reference,none,fear,false,false,false,true,false,false,false,claude-sonnet-5,,,
soares-0654,,,7f27b02393ad18cc,2026-09-10,relative (1w ago at capture),,😂🤣 fucking hell,na,humour_only,none,humour,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0655,,,be9bda612d58c08c,2026-09-10,relative (1w ago at capture),,Regulation yesterday,agree,policy_regulation,none,neutral,false,true,false,false,true,false,false,claude-sonnet-5,,,
soares-0656,,,0ccd5998f6eb2bb9,2026-09-10,relative (1w ago at capture),,"All these anti ai campaigns are just designed to take it away from the plebs, meanwhile they’ll continue using it for themselves. Great job dipshiz!",disagree,accountability_frame,none,anger,false,false,true,false,false,false,false,claude-sonnet-5,,,
soares-0657,,,20f2276330df80be,2026-09-10,relative (1w ago at capture),,@user.burnham,na,other,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0658,,,53a3a2c586a739cb,2026-09-10,relative (1w ago at capture),,Ban AI and destroy it from the world we do not need it and never did,agree,direct_action,none,anger,false,true,false,false,true,false,false,claude-sonnet-5,,,
soares-0659,,,d2fff43375171c7d,2026-09-10,relative (1w ago at capture),,Haha fuck AI how about that,agree,humour_only,none,humour,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0660,,,cd1493eb6d7c80df,2026-09-10,relative (1w ago at capture),,I Have No Mouth And I Must Scream,agree,scifi_reference,none,fear,false,false,false,true,false,false,false,claude-sonnet-5,,,
soares-0661,,,59ec4699ba09cd81,2026-09-10,relative (1w ago at capture),,The problem is that I can’t be STOPPED AT THIS POINT… so make friends with AI so AI doesn’t see you as an enemy when AI is BIG AND SUPER SMART 😂,mixed,imitation_meme,imitates,humour,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0662,,,fc551cfd5247a7f5,2026-09-10,relative (1w ago at capture),,Give me AI over this Neanderthal any day….,na,other,none,humour,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0663,,,4d22f5ac018ee34d,2026-09-10,relative (1w ago at capture),,Yup. And if you want to do something about it? Start here: @user @user,agree,other,none,neutral,false,false,false,false,true,false,false,claude-sonnet-5,,,
soares-0664,,,246c712b95d77e85,2026-09-10,relative (1w ago at capture),,AI FOR DUMMIES,na,format_criticism,mock,humour,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0665,,,b9d9cd0bfbd82a35,2026-09-10,relative (1w ago at capture),,Ai already big smart😮‍💨,agree,imitation_meme,imitates,fear,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0666,,,e549516a43caf009,2026-09-10,relative (1w ago at capture),,👏👏👏,agree,general_agreement,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0667,,,e7e192d8d026e819,2026-09-10,relative (1w ago at capture),,😂😂😂😂😂,na,humour_only,none,humour,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0668,,,40f3f0c8dbf4e72f,2026-09-10,relative (1w ago at capture),,We will look back at this (maybe if we are alive and be like wow this was the beginning,agree,warning_accepted,none,fear,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0669,,,5b8dda330abf86c5,2026-09-10,relative (1w ago at capture),,/caveman,na,imitation_meme,imitates,humour,false,false,false,false,false,false,false,claude-sonnet-5,,,duplicate_text_of_soares-0417
soares-0670,,,ef57c67dd0b598ec,2026-09-10,relative (1w ago at capture),,@user,na,other,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0671,,,9a915da8053b5688,2026-09-10,relative (1w ago at capture),,"i once saw a dude in a comment section who was all like ""ai will be god"" ""ai will be the smartest thing ever"" like do you really want that gng",agree,warning_accepted,none,anger,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0672,,,cdf6c2b13f33ee8d,2026-09-10,relative (1w ago at capture),,This is the best way I've ever had anything explained. Awesome! Shame however that our government & leaders might not even actually understand the most basics behind it nomatter what crayons are used. Heck they might just get triggered by the stick men drawings and need a safespace to shout & scream in after.,agree,format_praise,praise,humour,false,true,false,false,false,false,false,claude-sonnet-5,,,
soares-0673,,,439b840354dea636,2026-09-10,relative (1w ago at capture),,"Elect social/progressive democrats! They are tomorrow’s heroes! We also need progressives at the local level so they have opportunities to rise up through the political ranks, and continue to lead our country to healing and repair after this corrupt, destructive administration is gone. However, it is a forever battle, as the evil, wicked wealthy who put him in power will still exist. So we must inform ourselves and always work for the people’s interests not the wealthy nor the conglomerates!",na,other,none,neutral,false,true,false,false,false,false,false,claude-sonnet-5,,,
soares-0674,,,41cbc714046cdf14,2026-09-10,relative (1w ago at capture),,"bubble hype doomer nonsense. LLMs are fundamentally stupid. which is why they suck at writing, ideation, etc.",disagree,capability_scepticism,none,anger,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0675,,,c7938a4b6413afbe,2026-09-10,relative (1w ago at capture),,"You are right my friend, but nobody is gonna make ai stop evolving now. We can't do anything to stop it.",agree,resignation_fatalism,none,resignation,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0676,,,6c483c53087909a0,2026-09-10,relative (1w ago at capture),,"The fact that people nowadays need this much simple language to understand how bad this is says a lot in itself, we shouldn't be needing this much simplification in the first place",agree,format_criticism,condescended,anger,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0677,,,a4e8f75091c04348,2026-09-10,relative (1w ago at capture),,"The Vatican rapes children/ humanity. The Satanist eat them. The Brick-layers lodge is composed of both parties. Both hung out with Epstien, and the cherry on top: Lindsay Clancy is some how innocent?",na,other,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0678,,,bafab29a5de75182,2026-09-10,relative (1w ago at capture),,😂,na,humour_only,none,humour,false,false,false,false,false,false,false,claude-sonnet-5,,,duplicate_text_of_soares-0443
soares-0679,,,452fe653ee246849,2026-09-10,relative (1w ago at capture),,"AI needs electricity, AI can't produce electricity, if human unplugs AI, no longer AI. This isn't Terminator, you guys just watched too many movies, real life is not that interesting.",disagree,capability_scepticism,none,neutral,false,false,false,true,false,false,false,claude-sonnet-5,,,
soares-0680,,,f29e41af49f46679,2026-09-10,relative (1w ago at capture),,What we do?,na,other,none,neutral,false,false,false,false,true,false,false,claude-sonnet-5,,,
soares-0681,,,000657187ba6e758,2026-09-10,relative (1w ago at capture),,@user please collab and yeah...,na,other,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0682,,,5283ebab99c2b83e,2026-09-10,relative (1w ago at capture),,You think I’m 5? Talk to me like an adult,na,format_criticism,condescended,anger,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0683,,,dc6f2f4211febf83,2026-09-10,relative (1w ago at capture),,"Well, in my opinion it’s a coin toss. Either they are actually nearing powerful doomsday machine (which I doubt), or this is literally just a bubble. They signed a letter about governments having to spend more money on AI defense contracts, and this just stinks of desperate scam",disagree,stunt_or_hype,none,anger,false,true,false,false,false,false,false,claude-sonnet-5,,,
soares-0684,,,312a4c11a6d04436,2026-09-10,relative (1w ago at capture),,"Will Smith tried to tell us in Artificial Intelligence, Robin Williams in Bicentennial Man, even the kid from 6th Sense playing a little robot tried to tell us. but did we listen?? 😢",agree,scifi_reference,none,fear,false,false,false,true,false,false,false,claude-sonnet-5,,,
soares-0685,,,2c78490cfee63e48,,not captured (stub row),,,na,other,none,neutral,false,false,false,false,false,false,false,not_coded_empty_stub,,,empty;no_date_captured
soares-0686,,,e71acd03e06a9584,2026-09-10,relative (1w ago at capture),,Won’t happen. They want to destroy the world with AI. Duh 🙄,agree,accountability_frame,none,anger,false,false,true,false,false,false,false,claude-sonnet-5,,,
soares-0687,,,5ca68fc3ed5eb339,2026-09-10,relative (1w ago at capture),,AI need maternal instinct,na,other,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0688,,,7209910a39a20480,2026-09-10,relative (1w ago at capture),,"I'm sorry but i hate that you don't speak correctly, i know why you do it, but we are not dumb.",na,format_criticism,condescended,anger,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0689,,,4d561c99f6bcfdd9,2026-09-10,relative (1w ago at capture),,Bro just unplug it doesn't take long,agree,direct_action,none,neutral,false,false,false,false,true,false,false,claude-sonnet-5,,,
soares-0690,,,d6d80e7a4724fc57,2026-09-10,relative (1w ago at capture),,"Bro you explained it like ""Homer Simpson"" communication style😂",na,format_criticism,mock,humour,false,false,false,true,false,false,false,claude-sonnet-5,,,
soares-0691,,,2478fd152c6d6390,2026-09-10,relative (1w ago at capture),,Its too late bro. We saw terminator. We saw the matrix. We saw irobot. We still went down this path. Now Pandoras box is open. Enjoy it while you can folks. Its been real. Go stream my album before we all die,agree,resignation_fatalism,none,resignation,false,false,false,true,false,false,false,claude-sonnet-5,,,
soares-0692,,,14d22ff6ac005906,2026-09-10,relative (1w ago at capture),,This sounds like what Rocky would say from Project Hail Mary. Lol.,na,scifi_reference,none,humour,false,false,false,true,false,false,false,claude-sonnet-5,,,
soares-0693,,,038965085d883b47,,not captured (stub row),,,na,other,none,neutral,false,false,false,false,false,false,false,not_coded_empty_stub,,,empty;no_date_captured
soares-0694,,,b5fe018b6879a344,2026-09-10,relative (1w ago at capture),,I'm living in it. I'm living in those books that tried to warn,agree,scifi_reference,none,resignation,false,false,false,true,false,false,false,claude-sonnet-5,,,
soares-0695,,,0509221afd403a51,,not captured (stub row),,,na,other,none,neutral,false,false,false,false,false,false,false,not_coded_empty_stub,,,empty;no_date_captured
soares-0696,,,ea96c07673f05ca6,2026-09-10,relative (1w ago at capture),,Hi! Could you tell me the sources and scientific studies that provide the scientific rationale for this video?,unclear,messenger_credibility,none,neutral,true,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0697,,,5d4045f4d9c43b49,2026-09-10,relative (1w ago at capture),,But AI today big money. AI soon less money. Rich no care about people soon. Rich care about Rich now. 😢,mixed,accountability_frame,imitates,resignation,false,false,true,false,false,false,false,claude-sonnet-5,,,
soares-0698,,,ae364679e495d29f,2026-09-10,relative (1w ago at capture),,You a good man 👍,agree,general_agreement,none,neutral,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0699,,,6314fa3b6e5b21c2,2026-09-10,relative (1w ago at capture),,"Kind of ironic that we have to talk to each other like this to get a point, but I get your .100%👍😁",agree,general_agreement,none,humour,false,false,false,false,false,false,false,claude-sonnet-5,,,
soares-0700,,,ef78a292bf90688d,2026-09-10,relative (1w ago at capture),,😂,na,humour_only,none,humour,false,false,false,false,false,false,false,claude-sonnet-5,,,duplicate_text_of_soares-0443
